cik,ticker,legal_name,exchange,market_tier,security_type,nasdaq_listing_date,listing_date_basis,listing_confidence,initial_matrix_due_date,in_scope_nasdaq,broad_cohort,narrow_matured_cohort,edge_case,exclusion_reason,confidence,review_reason,initial_matrix_status,initial_matrix_source,initial_matrix_confidence,notes
1881462,,Spree Acquisition Corp. 1 Ltd,NYSE,,unit,2021-12-17,pricing_proxy,0.75,2022-12-17,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1862993,,AP Acquisition Corp,NYSE,,unit,2021-12-20,pricing_proxy,0.75,2022-12-20,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1856242,,C5 Acquisition Corp,NYSE,,unit,2022-01-10,pricing_proxy,0.75,2023-01-10,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1843714,ZPTA,"Zapata Quantum, Inc.",NYSE,,unit,2022-01-14,pricing_proxy,0.75,2023-01-14,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1848948,,10X Capital Venture Acquisition Corp. III,NYSE,,unit,2022-01-14,pricing_proxy,0.75,2023-01-14,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1875493,,CSLM ACQUISITION CORP.,Nasdaq,,unit,2022-01-14,pricing_proxy,0.75,2023-01-14,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1852061,,Generation Asia I Acquisition Ltd,NYSE,,unit,2022-01-20,pricing_proxy,0.75,2023-01-20,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1852633,,"Pinstripes Holdings, Inc.",NYSE,,unit,2022-01-21,pricing_proxy,0.75,2023-01-21,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1850529,,Heartland Media Acquisition Corp.,NYSE,,unit,2022-01-24,pricing_proxy,0.75,2023-01-24,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1885444,,KnightSwan Acquisition Corp,NYSE,,unit,2022-01-24,pricing_proxy,0.75,2023-01-24,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1863099,,Kimbell Tiger Acquisition Corp,NYSE,,unit,2022-02-04,pricing_proxy,0.75,2023-02-04,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1842556,EONR,EON Resources Inc.,NYSE,,unit,2022-02-14,pricing_proxy,0.75,2023-02-14,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
894871,AREN,"Arena Group Holdings, Inc.",NYSE,,common stock,2022-02-14,pricing_proxy,0.75,2023-02-14,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1898019,,AXIOS Sustainable Growth Acquisition Corp,NYSE,,unit,2022-02-17,pricing_proxy,0.75,2023-02-17,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1899287,AMPX,"Amprius Technologies, Inc.",NYSE,,unit,2022-03-02,pricing_proxy,0.75,2023-03-02,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1005101,MGLD,"Marygold Companies, Inc.",NYSE,,common stock,2022-03-11,pricing_proxy,0.75,2023-03-11,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1847806,GNS,Genius Group Ltd,NYSE,,ordinary shares,2022-04-12,pricing_proxy,0.75,2023-04-12,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1888447,EE,"Excelerate Energy, Inc.",NYSE,,common stock,2022-04-14,pricing_proxy,0.75,2023-04-14,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1817740,AUST,Austin Gold Corp.,NYSE,,common stock,2022-05-05,pricing_proxy,0.75,2023-05-05,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1860742,BLCO,Bausch & Lomb Corp,NYSE,,common stock,2022-05-06,pricing_proxy,0.75,2023-05-06,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1419828,,GS Finance Corp.,NYSE,,debt,2022-05-24,pricing_proxy,0.75,2023-05-24,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
886982,GS,GOLDMAN SACHS GROUP INC,NYSE,,debt,2022-05-24,pricing_proxy,0.75,2023-05-24,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1831096,GEG,"Great Elm Group, Inc.",Nasdaq,Global Select,debt,2022-06-09,pricing_proxy,0.75,2023-06-09,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1879016,IE,Ivanhoe Electric Inc.,NYSE,,common stock,2022-06-29,pricing_proxy,0.75,2023-06-29,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1878313,MAIA,"MAIA Biotechnology, Inc.",NYSE,,common stock,2022-07-29,pricing_proxy,0.75,2023-07-29,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1816723,GRFXF,Graphex Group Ltd,NYSE,,ADS,2022-08-17,pricing_proxy,0.75,2023-08-17,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1889539,CRBG,"Corebridge Financial, Inc.",NYSE,,common stock,2022-09-16,pricing_proxy,0.75,2023-09-16,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1074828,USBC,"USBC, Inc.",NYSE,,common stock,2022-09-19,pricing_proxy,0.75,2023-09-19,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1643988,,"Loop Media, Inc.",NYSE,,common stock,2022-09-23,pricing_proxy,0.75,2023-09-23,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1915380,,"dMY Squared Technology Group, Inc.",NYSE,,unit,2022-10-03,pricing_proxy,0.75,2023-10-03,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1877939,CTM,"Castellum, Inc.",NYSE,,common stock,2022-10-14,pricing_proxy,0.75,2023-10-14,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1756499,,mCloud Technologies Corp.,Nasdaq,,preferred,2022-12-28,pricing_proxy,0.75,2023-12-28,0,0,0,0,preferred_only,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1559432,TXO,"TXO Partners, L.P.",NYSE,,common stock (unverified),2023-01-27,pricing_proxy,0.75,2024-01-27,0,0,0,0,limited_partnership,0.9,listing_date_confidence_below_0.8,,,,security_type inferred from issuer type; no 8-A12B/listing record parsed; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1859686,,SilverBox Corp III,NYSE,,unit,2023-03-01,pricing_proxy,0.75,2024-03-01,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1910950,,AESI Holdings Inc.,NYSE,,common stock,2023-03-10,pricing_proxy,0.75,2024-03-10,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1959455,HSHP,Himalaya Shipping Ltd.,NYSE,,common stock,2023-04-03,pricing_proxy,0.75,2024-04-03,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1941500,MWG,Multi Ways Holdings Ltd,NYSE,,ordinary shares,2023-04-05,pricing_proxy,0.75,2024-04-05,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1898766,TPET,Trio Petroleum Corp,NYSE,,common stock,2023-04-19,pricing_proxy,0.75,2024-04-19,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1853138,KDK,"Kodiak AI, Inc.",NYSE,Global Market,unit,2023-04-24,pricing_proxy,0.75,2024-04-24,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1944048,KVUE,Kenvue Inc.,NYSE,,common stock,2023-05-04,pricing_proxy,0.75,2024-05-04,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1921963,ATMU,Atmus Filtration Technologies Inc.,NYSE,,common stock,2023-05-26,pricing_proxy,0.75,2024-05-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1639438,CAVA,"CAVA GROUP, INC.",NYSE,,common stock,2023-06-16,pricing_proxy,0.75,2024-06-16,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1701478,AZTR,"Azitra, Inc.",NYSE,,common stock,2023-06-21,pricing_proxy,0.75,2024-06-21,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1502292,PRHI,"Presurance Holdings, Inc.",Nasdaq,Capital Market,debt,2023-06-26,pricing_proxy,0.75,2024-06-26,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1636639,PLGO,Pelagos Insurance Capital Ltd,NYSE,,common stock,2023-06-30,pricing_proxy,0.75,2024-06-30,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1767042,KGS,"Kodiak Gas Services, Inc.",NYSE,,common stock,2023-06-30,pricing_proxy,0.75,2024-06-30,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1883313,SVV,"Savers Value Village, Inc.",NYSE,,common stock,2023-06-30,pricing_proxy,0.75,2024-06-30,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1969373,VTMX,"Vesta Real Estate Corporation, S.A.B. de C.V.",NYSE,,ADS,2023-06-30,pricing_proxy,0.75,2024-06-30,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1936224,SRFM,SURF AIR MOBILITY INC.,NYSE,,common stock,2023-07-26,pricing_proxy,0.75,2024-07-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1970509,,Haymaker Acquisition Corp. 4,NYSE,,unit,2023-07-26,pricing_proxy,0.75,2024-07-26,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1675033,GECC,Great Elm Capital Corp.,Nasdaq,Global Market,debt,2023-08-09,pricing_proxy,0.75,2024-08-09,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1933567,NRXS,"Neuraxis, INC",NYSE,,common stock,2023-08-11,pricing_proxy,0.75,2024-08-11,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1835830,KVYO,"Klaviyo, Inc.",NYSE,,common stock,2023-09-20,pricing_proxy,0.75,2024-09-20,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1089907,SWKH,SWK Holdings Corp,Nasdaq,,debt,2023-09-29,pricing_proxy,0.75,2024-09-29,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1977102,BIRK,Birkenstock Holding plc,NYSE,,ordinary shares,2023-10-12,pricing_proxy,0.75,2024-10-12,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1923780,NCL,Northann Corp.,NYSE,,common stock,2023-10-20,pricing_proxy,0.75,2024-10-20,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1980088,MNR,MACH NATURAL RESOURCES LP,NYSE,,common stock (unverified),2023-10-26,pricing_proxy,0.75,2024-10-26,0,0,0,0,limited_partnership,0.9,listing_date_confidence_below_0.8,,,,security_type inferred from issuer type; no 8-A12B/listing record parsed; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1593275,HG,"Hamilton Insurance Group, Ltd.",NYSE,,common stock,2023-11-13,pricing_proxy,0.75,2024-11-13,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1898474,,"Signing Day Sports, Inc.",NYSE,,common stock,2023-11-15,pricing_proxy,0.75,2024-11-15,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1808110,DDC,DDC Enterprise Ltd,NYSE,,ordinary shares,2023-11-20,pricing_proxy,0.75,2024-11-20,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1995413,,COLOMBIER ACQUISITION CORP. II,NYSE,,unit,2023-11-22,pricing_proxy,0.75,2024-11-22,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1934850,FG,"F&G Annuities & Life, Inc.",NYSE,,debt,2023-11-30,pricing_proxy,0.75,2024-11-30,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1862044,ZKH,ZKH Group Ltd,NYSE,,ADS,2023-12-15,pricing_proxy,0.75,2024-12-15,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1443611,,SinglePoint Inc.,Cboe,Global Market,common stock,2023-12-18,pricing_proxy,0.75,2024-12-18,0,0,0,0,not_nasdaq_exchange (Cboe),0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1982518,SDHC,Smith Douglas Homes Corp.,NYSE,,common stock,2024-01-12,pricing_proxy,0.75,2025-01-12,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1976443,SYNX,Silynxcom Ltd.,NYSE,,ordinary shares,2024-01-16,pricing_proxy,0.75,2025-01-16,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1794776,PSBD,Palmer Square Capital BDC Inc.,NYSE,,common stock,2024-01-18,pricing_proxy,0.75,2025-01-18,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1737924,NCDL,Nuveen Churchill Direct Lending Corp.,NYSE,,common stock,2024-01-26,pricing_proxy,0.75,2025-01-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1988894,AS,"Amer Sports, Inc.",NYSE,,ordinary shares,2024-02-02,pricing_proxy,0.75,2025-02-02,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1999480,ANRO,"Alto Neuroscience, Inc.",NYSE,,common stock,2024-02-05,pricing_proxy,0.75,2025-02-05,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2002038,LEGT,Legato Merger Corp. III,NYSE,,unit,2024-02-06,pricing_proxy,0.75,2025-02-06,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1632970,AHR,"American Healthcare REIT, Inc.",NYSE,,common stock,2024-02-08,pricing_proxy,0.75,2025-02-08,0,0,0,0,fund_or_etf_etp,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1978954,TBBB,BBB FOODS INC,NYSE,,common stock,2024-02-09,pricing_proxy,0.75,2025-02-09,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1956955,UMAC,"Unusual Machines, Inc.",NYSE,,common stock,2024-02-15,pricing_proxy,0.75,2025-02-15,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1919246,PTHS,Pelthos Therapeutics Inc.,NYSE,,common stock,2024-02-20,pricing_proxy,0.75,2025-02-20,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1880431,VHAI,Vocodia Holdings Corp,Cboe,,common stock,2024-02-23,pricing_proxy,0.75,2025-02-23,0,0,0,0,not_nasdaq_exchange (Cboe),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1971115,RYDE,Ryde Group Ltd,NYSE,,ordinary shares,2024-03-07,pricing_proxy,0.75,2025-03-07,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1713445,RDDT,"Reddit, Inc.",NYSE,,common stock,2024-03-21,pricing_proxy,0.75,2025-03-21,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1799207,AUNA,AUNA S.A.,NYSE,,ordinary shares,2024-03-25,pricing_proxy,0.75,2025-03-25,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1981519,MMA,MIXED MARTIAL ARTS GROUP LTD,NYSE,,ordinary shares,2024-03-28,pricing_proxy,0.75,2025-03-28,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2001184,PACS,"PACS Group, Inc.",NYSE,,common stock,2024-04-12,pricing_proxy,0.75,2025-04-12,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1901440,ULS,UL Solutions Inc.,NYSE,,common stock,2024-04-15,pricing_proxy,0.75,2025-04-15,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1538379,IBTA,"Ibotta, Inc.",NYSE,,common stock,2024-04-18,pricing_proxy,0.75,2025-04-18,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1981599,CTRI,"Centuri Holdings, Inc.",NYSE,,common stock,2024-04-18,pricing_proxy,0.75,2025-04-18,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1943896,RBRK,"Rubrik, Inc.",NYSE,,common stock,2024-04-26,pricing_proxy,0.75,2025-04-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2000178,LOAR,Loar Holdings Inc.,NYSE,,common stock,2024-04-26,pricing_proxy,0.75,2025-04-26,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1956741,ZONE,"CleanCore Solutions, Inc.",NYSE,,common stock,2024-04-30,pricing_proxy,0.75,2025-04-30,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1745201,VIK,Viking Holdings Ltd,NYSE,,ordinary shares,2024-05-02,pricing_proxy,0.75,2025-05-02,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1954042,,ZEEKR Intelligent Technology Holding Ltd,NYSE,,ADS,2024-05-10,pricing_proxy,0.75,2025-05-10,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1634117,BNED,"Barnes & Noble Education, Inc.",NYSE,,right,2024-05-15,pricing_proxy,0.75,2025-05-15,0,0,0,0,right_security,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1747172,KBDC,"Kayne Anderson BDC, Inc.",NYSE,,common stock,2024-05-23,pricing_proxy,0.75,2025-05-23,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
2002473,BOW,Bowhead Specialty Holdings Inc.,NYSE,,common stock,2024-05-24,pricing_proxy,0.75,2025-05-24,0,0,0,0,not_nasdaq_exchange (NYSE),0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
