cik,ticker,legal_name,exchange,market_tier,issuer_type,country,sic,sic_description,nasdaq_listing_date,initial_matrix_due_date,narrow_matured_cohort,due_after_vacatur,initial_matrix_status,initial_matrix_publication_date,initial_matrix_source,source_url,source_type,form_type,matched_query,initial_matrix_confidence,observed_text_excerpt
1966750,ZBAO,Zhibao Technology Inc.,Nasdaq,Capital Market,foreign_private_issuer,F4,6411,"Insurance Agents, Brokers & Service",2024-04-02,2025-04-02,0,1,published_on_time,2024-10-31,0001213900-24-092990,https://www.sec.gov/Archives/edgar/data/1966750/000121390024092990/ea0218749-20f_zhibao.htm,edgar_filing,20-F,Board Diversity Matrix;Did Not Disclose Gender;Did Not Disclose Demographic Background,0.95,"ls on financial reporting and disclosure. These procedures are intended to determine whether any such related party transaction impairs the independence of a director or presents a conflict of interest on the part of a director, employee or officer. Board Diversity Matrix Board Diversity Matrix Country of Principal Executive Offices China Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No As of April 3, 2024 As of October 31, 2024 Total Number 7 7 Female Male Non- Binary Did Not Disclose Gender Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Directors 0 4 0 0 0 4 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 0 LGBTQ+ 0 0 Did Not Disclose Demographic Background 0 0 As of October 31, 2024, we did not have at least one diverse director as defined in Rule 5605(f) of the Nasdaq Listing Rules becau"
1976695,MNDR,Mobile-health Network Solutions,Nasdaq,Capital Market,foreign_private_issuer,E9,7372,Services-Prepackaged Software,2024-04-10,2025-04-10,0,1,published_on_time,2024-10-23,0001493152-24-042243,https://www.sec.gov/Archives/edgar/data/1976695/000149315224042243/form20-f.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,0.95,opment Board of Singapore as a SEEDS investor with experience in helping guiding start-up companies. Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Directors 1 4 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 LGBTQ+ 0 Did Not Disclose Demographic Background 0 Directors who are Aboriginal Peoples: 0 Directors with Disabilities: 0 67 Family Relationships None of the directors or executive officers has a family relationship as defined in Item 401 of Regulation S-K. Involvement in Certain Legal Procee
1978057,TWG,Top Wealth Group Holding Ltd,Nasdaq,Capital Market,foreign_private_issuer,K3,2090,Miscellaneous Food Preparations & Kindred Products,2024-04-16,2025-04-16,0,1,published_on_time,2024-05-29,0001213900-24-047264,https://www.sec.gov/Archives/edgar/data/1978057/000121390024047264/ea0205990-20f_topwealth.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,0.95,"eason of any act done, concurred in or omitted in or about the execution of their duty or supposed duty in their respective offices or trusts, except such (if any) as they shall incur or sustain through their own fraud or dishonesty. Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 2 3 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction — LGBTQ+ — 6.D. Employees We had 12 employees as of December 31, 2023. We enter into individual employment contracts with selected employees to cover matters including non-competition and confidentiality arrangements. We generally formulate our employees’ r"
1897087,SUPX,SuperX AI Technology Ltd,Nasdaq,Capital Market,foreign_private_issuer,Singapore,8742,Services-Management Consulting Services,2024-04-17,2025-04-17,0,1,published_on_time,2024-11-07,0001213900-24-095132,https://www.sec.gov/Archives/edgar/data/1897087/000121390024095132/ea0217025-20f_junee.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,0.95,"previously subject to a substantially similar requirement of another national securities exchange. We are permitted to satisfy the requirement of one female director and one diverse director or provide an explanation why we do not by April 17, 2026. Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 8 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 1 7 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction - LGBTQ+ - 86 6.D. Employees We had 24 employees as of June 30, 2024. We enter into individual employment contracts with selected employees to cover matters including non-competition and confidentiality arrangements. We generally formulate our employees’ re"
1832483,SERV,Serve Robotics Inc. /DE/,Nasdaq,Capital Market,domestic,CA,3569,"General Industrial Machinery & Equipment, NEC",2024-04-18,2025-04-18,0,1,published_on_time,2024-06-07,0001213900-24-050796,https://www.sec.gov/Archives/edgar/data/1832483/000121390024050796/ea0207382-def14a_serverobo.htm,edgar_filing,DEF 14A,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,0.95,"om under “Investors — Governance disclosures.” 10 Diversity of the Board of Directors We believe our Board should consist of individuals reflecting the diversity represented by our employees, customers, and communities in which we operate. The below Board Diversity Matrix provides the self-identified personal characteristics of our six board members and nominees. Each of the categories listed in the matrix table has the meaning as it is used in Nasdaq Rule 5605(f). Board Diversity Matrix (as of June 7, 2024) Total Number of Directors 6 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 0 6 0 0 Part II: Demographic Background African American or Black - - - - Alaskan Native or Native American - - - - Asian - 1 - - Hispanic or Latinx - - - - Native Hawaiian or Pacific Islander - - - - White - 4 - - Two or More Races or Ethnicities - - - - LGBTQ+ - Did Not Disc"
1948099,MTEN,Mingteng International Corp Inc.,Nasdaq,Capital Market,foreign_private_issuer,China,3442,"Metal Doors, Sash, Frames, Moldings & Trim",2024-04-18,2025-04-18,0,1,published_on_time,2024-05-15,0001213900-24-043100,https://www.sec.gov/Archives/edgar/data/1948099/000121390024043100/ea0205482-20f_mingteng.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,0.95,"will be given specific information on how they can direct communications to the officers and directors of the Company at our annual shareholders’ meetings. All communications from shareholders are relayed to the members of the Board. Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: PRC Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 3 2 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction — LGBTQ+ — 92 6.D. Employees As of the date of this annual report, we have 150 employees. All of our employees are located in the PRC. The following table sets out the number of our employees, excluding external experts, categorized by functions as of the date of"
1943444,TRSG,Tungray Technologies Inc,Nasdaq,Capital Market,foreign_private_issuer,U0,3530,"Construction, Mining & Materials Handling Machinery & Equip",2024-04-19,2025-04-19,0,1,published_on_time,2024-04-26,0001575872-24-000407,https://www.sec.gov/Archives/edgar/data/1943444/000157587224000407/tti-20231231.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,0.95,"assets (present and future) and uncalled capital or any part thereof, to issue debentures, debenture stock and other securities whenever money is borrowed or as security for any debt, liability or obligation of the company or of any third party. 91 Board Diversity Matrix Board Diversity Matrix (As of December 31, 2023) Country of Principal Executive Offices People’s Republic of China Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Part I: Gender Identity Female Male Non-Binary Did Not Disclose Gender Directors 0 5 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 LGBTQ+ 0 Did Not Disclose Demographic Background 0 D. Employees As of the date of this Annual Report, we have a total of 170 full-time employees, of which 34 are in research and development, 11 are in sales and marketing, 80 are i"
1940941,MFI,mF International Ltd,Nasdaq,Capital Market,foreign_private_issuer,K3,7371,Services-Computer Programming Services,2024-04-22,2025-04-22,0,1,published_on_time,2024-05-15,0001493152-24-019833,https://www.sec.gov/Archives/edgar/data/1940941/000149315224019833/form20-f.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,0.95,"HK Stock Exchange (stock code:1013) from March 2022 to July 2022, respectively. 65 Table of Contents Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: Hong Kong, China Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Directors 1 4 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 LGBTQ+ 0 Did Not Disclose Demographic Background 0 Family Relationships None of our directors or executive officers has a family relationship as defined in Item 401 of Regulation S-K. Involvement in Certain Legal Proceedings To the best of our knowledge, none of our directors or execut"
1985337,YYGH,YY Group Holding Ltd.,Nasdaq,Capital Market,foreign_private_issuer,Singapore,7363,Services-Help Supply Services,2024-04-22,2025-04-22,0,1,published_on_time,2024-05-14,0001213900-24-042977,https://www.sec.gov/Archives/edgar/data/1985337/000121390024042977/ea0205800-20f_yygroup.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,0.95,"of the officers; ● exercising the borrowing powers of our company and mortgaging the property of our company; and ● approving the transfer of shares in our company, including the registration of such shares in our share register. 74 Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 2 3 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction — LGBTQ+ — 6.D. Employees We employed 770 persons for Hong Ye Group, 10 persons for YY Circle (SG), 9 persons for YY Circle (MY), as of December 31, 2023, 680 persons for Hong Ye Group, 2 persons for YY Circle (SG) and 5 persons for YY Circle Malaysia as of "
1916331,NCI,Neo-Concept International Group Holdings Ltd,Nasdaq,Capital Market,foreign_private_issuer,Hong Kong,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,2024-04-23,2025-04-23,0,1,published_on_time,2024-05-14,0001213900-24-042594,https://www.sec.gov/Archives/edgar/data/1916331/000121390024042594/ea0203782-20f_neocon.htm,edgar_filing,20-F,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,0.95,"ices; ● monitoring compliance with our code of business conduct and ethics, including reviewing the adequacy and effectiveness of our procedures to ensure proper compliance; and ● evaluating the performance and effectiveness of the board as a whole. Board Diversity Matrix (As of May 14, 2024) Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Part I: Gender Identity Female Male Non-Binary Did Not Disclose Gender Directors 1 4 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 0 0 0 LGBTQ+ 0 0 0 0 51 Foreign Private Issuer Exemption We are a “foreign private issuer,” as defined by the SEC. As a result, in accordance with the rules and regulations of Nasdaq, we may choose to comply with home country governance requirements and certain exemptions t"
