cik,ticker,legal_name,nasdaq_listing_date,initial_matrix_due_date,initial_matrix_status,initial_matrix_publication_date,initial_matrix_source,source_url,source_type,form_type,initial_matrix_confidence,observed_text_excerpt
1627282,CWD,"CaliberCos Inc.",2023-05-17,2024-05-17,published_on_time,2024-05-16,0001627282-24-000069,https://www.sec.gov/Archives/edgar/data/1627282/000162728224000069/caliberproxy2024votewithpr.htm,edgar_filing,"DEF 14A",0.95,"hough they will be considered present for the purpose of determining the presence of a quorum. THE BOARD OF DIRECTORS RECOMMENDS A VOTE FOR THE ELECTION OF EACH NOMINEE UNDER PROPOSAL ONE Information Concerning the Board of Directors Board Diversity Board Diversity (as of May 3, 2024) Total Number of Directors 6 John C. “Chris” Loeffler, II Jennifer Schrader William J. Gerber Michael Trzupek Daniel P. Hansen Lawrence Taylor Part I: Gender Identity Male X X X X X Female X Non-Binary Did Not Discl"
1973239,ARM,"ARM HOLDINGS PLC /UK",2023-09-14,2024-09-14,published_on_time,2024-05-29,0001973239-24-000012,https://www.sec.gov/Archives/edgar/data/1973239/000197323924000012/arm-20240331.htm,edgar_filing,20-F,0.95,"iversity The table below reflects certain diversity information based on self-identification by each member of our Board of Directors. Each of the categories listed in the below table has the meaning as it is used in the listing standards of Nasdaq. Board Diversity Matrix (as of the date of this Annual Report) Country of Principal Executive Offices United Kingdom Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 8 Female Male Non-Binary Did Not "
1978057,TWG,"Top Wealth Group Holding Ltd",2024-04-16,2025-04-16,published_on_time,2024-05-29,0001213900-24-047264,https://www.sec.gov/Archives/edgar/data/1978057/000121390024047264/ea0205990-20f_topwealth.htm,edgar_filing,20-F,0.95,"eason of any act done, concurred in or omitted in or about the execution of their duty or supposed duty in their respective offices or trusts, except such (if any) as they shall incur or sustain through their own fraud or dishonesty. Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disc"
1946563,SXTP,"60 DEGREES PHARMACEUTICALS, INC.",2023-07-12,2024-07-12,published_on_time,2024-05-30,0001213900-24-047861,https://www.sec.gov/Archives/edgar/data/1946563/000121390024047861/ea0206994-def14a_60degrees.htm,edgar_filing,"DEF 14A",0.95,"Executive Officer and President Washington, D.C. May 30, 2024 TABLE OF CONTENTS QUESTIONS AND ANSWERS ABOUT THE ANNUAL MEETING 2 PROPOSAL 1: ELECTION OF DIRECTORS 8 DIRECTORS AND EXECUTIVE OFFICERS 8 CORPORATE GOVERNANCE 10 AUDIT COMMITTEE REPORT 15 BOARD DIVERSITY MATRIX 16 DIRECTOR COMPENSATION 17 EXECUTIVE COMPENSATION 17 DELINQUENT SECTION 16(A) REPORTS 20 SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT AND RELATED STOCKHOLDER MATTERS 20 CERTAIN RELATIONSHIPS AND RELATED TRANS"
1832483,SERV,"Serve Robotics Inc. /DE/",2024-04-18,2025-04-18,published_on_time,2024-06-07,0001213900-24-050796,https://www.sec.gov/Archives/edgar/data/1832483/000121390024050796/ea0207382-def14a_serverobo.htm,edgar_filing,"DEF 14A",0.95,"om under “Investors — Governance disclosures.” 10 Diversity of the Board of Directors We believe our Board should consist of individuals reflecting the diversity represented by our employees, customers, and communities in which we operate. The below Board Diversity Matrix provides the self-identified personal characteristics of our six board members and nominees. Each of the categories listed in the matrix table has the meaning as it is used in Nasdaq Rule 5605(f). Board Diversity Matrix (as of "
1958777,FBLG,"FibroBiologics, Inc.",2024-01-31,2025-01-31,published_on_time,2024-07-08,0001493152-24-026435,https://www.sec.gov/Archives/edgar/data/1958777/000149315224026435/formdef14a.htm,edgar_filing,"DEF 14A",0.95,"stockholder value and reflect our corporate values of integrity, honesty and adherence to high ethical standards. The following charts illustrate certain attributes of our directors, including age, tenure, independence, experience and diversity. 16 Board Diversity Matrix (As of July 1, 2024) Total Number of Directors 6 Female Male Non-Binary Gender Undisclosed Part I: Gender Identity Directors 2 2 2 Part II: Demographic Background African American or Black 1 Alaskan Native or American Indian Asi"
1931717,CCTG,"CCSC Technology International Holdings Ltd",2024-01-18,2025-01-18,published_on_time,2024-07-22,0001013762-24-000458,https://www.sec.gov/Archives/edgar/data/1931717/000101376224000458/ea0209328-20f_ccsctechno.htm,edgar_filing,20-F,0.95,"directors or executive officers has a family relationship as defined in Item 401 of Regulation S-K. Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: Hong Kong, China Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 7 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Ident"
1891944,PMEC,"Primech Holdings Ltd",2023-10-10,2024-10-10,published_on_time,2024-07-23,0001213900-24-063312,https://www.sec.gov/Archives/edgar/data/1891944/000121390024063312/ea0209416-20f_primech.htm,edgar_filing,20-F,0.95,"University in 2007 and his doctorate in Doctor of Education at The University of Bristol in 2010. 65 Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Di"
1995116,RECT,"Rectitude Holdings Ltd.",2024-06-21,2025-06-21,published_on_time,2024-07-26,0001013762-24-001694,https://www.sec.gov/Archives/edgar/data/1995116/000101376224001694/ea0209063-20f_rectitude.htm,edgar_filing,20-F,0.95,"of the officers; ● exercising the borrowing powers of our company and mortgaging the property of our company; and ● approving the transfer of shares in our company, including the registration of such shares in our share register. 69 Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 7 Female Male Non-Binary Did Not Discl"
1959224,AXG,"Solowin Holdings, Ltd.",2023-09-07,2024-09-07,published_on_time,2024-07-26,0001013762-24-001683,https://www.sec.gov/Archives/edgar/data/1959224/000101376224001683/ea0209715-20f_solowin.htm,edgar_filing,20-F,0.95,"office pursuant to the laws of the Cayman Islands or any other provisions of the amended and restated memorandum and articles of association. - 112 - Board Diversity The matrix below summarizes the gender and ethnic diverse attributes on our Board. Board Diversity Matrix (as of the date of this report) Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gend"
1948884,,"Gamer Pakistan Inc",2023-10-09,2024-10-09,published_on_time,2024-07-30,0001161697-24-000318,https://www.sec.gov/Archives/edgar/data/1948884/000116169724000318/schedule_14a.htm,edgar_filing,"PRE 14A",0.95,"he Board of Directors or any director, c/o Gamer Pakistan Inc., 35 E Horizon Ridge Pkwy, Suite 110-481, Henderson, NV 89002. These communications will be delivered to the Board, or any individual director, as specified. Board Diversity The following Board Diversity Matrix presents our Board diversity statistics, as voluntarily self-identified by our directors, in accordance with Nasdaq Listing Rule 5606. Board Diversity Matrix (As of August 27, 2024) Total Number of Directors: 4 Part I: Gender I"
1948443,RAY,"Raytech Holding Ltd",2024-05-15,2025-05-15,published_on_time,2024-07-30,0001013762-24-002233,https://www.sec.gov/Archives/edgar/data/1948443/000101376224002233/ea0209150-20f_raytech.htm,edgar_filing,20-F,0.95,"ould not have been paid had it been determined based on the restated financial statements. A copy of the Clawback Policy was filed as Exhibit 99.10 to the F-1 filed in connection with our IPO, which is incorporate by reference to this Annual Report. Board Diversity Matrix Board Diversity Matrix (As of March 31, 2024) Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did N"
1879754,EHGO,"EShallGo Inc.",2024-07-02,2025-07-02,published_on_time,2024-07-31,0001410578-24-001137,https://www.sec.gov/Archives/edgar/data/1879754/000141057824001137/tmb-20240331x20f.htm,edgar_filing,20-F,0.95,"facilitate robust debate and broad thinking on strategies and tactics pursued by us. ​ 120 Table of Contents The following table provides certain information regarding the diversity of our Board of Directors as of the date of this annual report. ​ ​ Board Diversity Matrix (As of the date of this annual report) ​ ​ Country of Principal Executive Offices: ​ China Foreign Private Issuer ​ Yes Disclosure Prohibited Under Home Country Law ​ No Total Number of Directors ​ 5 ​ ​ ​ ​ Female Male Non- Bi"
1954269,GSIW,"Garden Stage Ltd",2023-12-01,2024-12-01,published_on_time,2024-07-31,0001013762-24-003078,https://www.sec.gov/Archives/edgar/data/1954269/000101376224003078/ea0209110-20f_garden.htm,edgar_filing,20-F,0.95,"eason of any act done, concurred in or omitted in or about the execution of their duty or supposed duty in their respective offices or trusts, except such (if any) as they shall incur or sustain through their own fraud or dishonesty. Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 6 Female Male Non-Binary Did Not Disc"
1948436,JL,"J-Long Group Ltd",2024-01-24,2025-01-24,published_on_time,2024-07-31,0001013762-24-003327,https://www.sec.gov/Archives/edgar/data/1948436/000101376224003327/ea0209791-20f_jlonggroup.htm,edgar_filing,20-F,0.95,"ent, the ability to contribute positively to the collaborative culture among Board members, knowledge of our business, understanding of the competitive landscape and professional and personal experience and expertise relevant to our growth strategy. Board Diversity Matrix as of March 31, 2024 Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I:"
1966678,ZDAI,"DirectBooking Technology Co., Ltd.",2024-07-23,2025-07-23,published_on_time,2024-08-12,0001493152-24-031335,https://www.sec.gov/Archives/edgar/data/1966678/000149315224031335/form20-f.htm,edgar_filing,20-F,0.95,"praiser (Singapore) of the Institute of Valuers and Appraisers, Singapore, since February 2018. 66 Table Of Contents Family Relationships None of our directors or executive officers has a family relationship as defined in Item 401 of Regulation S-K. Board Diversity Matrix Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did not Disclose Gender Part I: Gender Identity Dire"
1996192,LSH,"Lakeside Holding Ltd",2024-06-28,2025-06-28,published_on_time,2024-09-30,0001213900-24-083350,https://www.sec.gov/Archives/edgar/data/1996192/000121390024083350/ea0214206-10k_lakeside.htm,edgar_filing,10-K,0.95,"ks associated with the independence of the board of directors. Our compensation and leadership development committee assesses and monitors whether any of our compensation policies and programs has the potential to encourage excessive risk-taking. 29 Board Diversity Matrix The following table sets forth the diversity information of our board of directors based on voluntary self-identification as of June 30, 2024. Total Number of Directors: 5 Male Female Non-Binary Did Not Disclose Gender Part I: "
1976695,MNDR,"Mobile-health Network Solutions",2024-04-10,2025-04-10,published_on_time,2024-10-23,0001493152-24-042243,https://www.sec.gov/Archives/edgar/data/1976695/000149315224042243/form20-f.htm,edgar_filing,20-F,0.95,"opment Board of Singapore as a SEEDS investor with experience in helping guiding start-up companies. Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Di"
1972529,BTOC,"Armlogi Holding Corp.",2024-05-14,2025-05-14,published_on_time,2024-10-28,0001213900-24-090941,https://www.sec.gov/Archives/edgar/data/1972529/000121390024090941/ea0217951-01.htm,edgar_filing,"DEF 14A",0.85,"60% Committee Independence 100% Executive Sessions of Independent Directors Yes Committee Chair Independence 100% Anonymous Reporting Yes Number of Financial Experts One Inside Trading Policy Yes Board Gender Diversity 20% Female Clawback Policy Yes Board Diversity Matrix (As of October 28, 2024) Female Male Total Number of Directors 5 Part I: Gender Identity Directors 1 4 Part II: Demographic Background Asian 1 3 White 0 1 In addition, we intend to implement additional corporate governance prin"
1954594,HAO,"Haoxi Health Technology Ltd",2024-01-26,2025-01-26,published_on_time,2024-10-29,0001213900-24-091443,https://www.sec.gov/Archives/edgar/data/1954594/000121390024091443/ea0218492-20f_haoxi.htm,edgar_filing,20-F,0.95,"’s re-appointment at the next annual general meeting, unless the director has sooner vacated office. Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: China Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directo"
2002236,SPHL,"SPRINGVIEW HOLDINGS LTD",2024-10-17,2025-10-17,published_on_time,2024-10-30,0001213900-24-091953,https://www.sec.gov/Archives/edgar/data/2002236/000121390024091953/ea0218560-01.htm,edgar_filing,F-1,0.95,"cies, and any waivers of the Policies for our directors, executive officers and senior finance executives, on our website to the extent required by applicable U.S. federal securities laws and the corporate governance rules of Nasdaq. Board Diversity Board Diversity Matrix (As of the date of this prospectus) Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclos"
1888525,UBXG,"U-BX Technology Ltd.",2024-03-28,2025-03-28,published_on_time,2024-10-30,0001213900-24-092312,https://www.sec.gov/Archives/edgar/data/1888525/000121390024092312/ea0218094-20f_ubxtech.htm,edgar_filing,20-F,0.95,"and experience so as to facilitate robust debate and broad thinking on strategies and tactics pursued by us. 82 The following table provides certain information regarding the diversity of our Board of Directors as of the date of this annual report. Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: China Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 4 Female Male Non-Binary Did Not Disclose "
1859199,AIRE,"reAlpha Tech Corp.",2023-10-23,2024-10-23,published_on_time,2024-10-30,0001213900-24-092311,https://www.sec.gov/Archives/edgar/data/1859199/000121390024092311/ea0218289-04.htm,edgar_filing,"DEF 14A",0.95,"ed . Our policy also establishes certain trading windows and black -out periods, to facilitate compliance with our policy. Additionally, mandatory pre -clearance is required from all our executive officers and directors, even during trading windows. Board of Directors Diversity Matrix As a Nasdaq listed company, we are required to disclose board level diversity statistics. The following table sets forth the relevant information of the current members of the board of directors. Board of Directors"
1908705,GLE,"Global Engine Group Holding Ltd",2024-09-20,2025-09-20,published_on_time,2024-10-31,0001213900-24-092864,https://www.sec.gov/Archives/edgar/data/1908705/000121390024092864/ea0217036-20f_global.htm,edgar_filing,20-F,0.95,"officers of the Company of certain incentive-based compensation that otherwise would not have been paid had it been determined based on the restated financial statements. A copy of the Clawback Policy is filed as Exhibit 99.1 to this Annual Report. Board Diversity Matrix Board Diversity Matrix (As of June 30, 2024) Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not"
1966750,ZBAO,"Zhibao Technology Inc.",2024-04-02,2025-04-02,published_on_time,2024-10-31,0001213900-24-092990,https://www.sec.gov/Archives/edgar/data/1966750/000121390024092990/ea0218749-20f_zhibao.htm,edgar_filing,20-F,0.95,"ls on financial reporting and disclosure. These procedures are intended to determine whether any such related party transaction impairs the independence of a director or presents a conflict of interest on the part of a director, employee or officer. Board Diversity Matrix Board Diversity Matrix Country of Principal Executive Offices China Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No As of April 3, 2024 As of October 31, 2024 Total Number 7 7 Female Male Non- Binary "
1897087,SUPX,"SuperX AI Technology Ltd",2024-04-17,2025-04-17,published_on_time,2024-11-07,0001213900-24-095132,https://www.sec.gov/Archives/edgar/data/1897087/000121390024095132/ea0217025-20f_junee.htm,edgar_filing,20-F,0.95,"previously subject to a substantially similar requirement of another national securities exchange. We are permitted to satisfy the requirement of one female director and one diverse director or provide an explanation why we do not by April 17, 2026. Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: Singapore Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 8 Female Male Non-Binary Did Not Disc"
1905920,GLXG,"Galaxy Payroll Group Ltd",2024-09-12,2025-09-12,published_on_time,2024-11-08,0001213900-24-095660,https://www.sec.gov/Archives/edgar/data/1905920/000121390024095660/ea0217525-20f_galaxy.htm,edgar_filing,20-F,0.95,"ation from Lingnan University in Hong Kong in November 2015 and was admitted as a member of the HKICPA in July 2019. Family Relationships None of our directors or executive officers has a family relationship as defined in Item 401 of Regulation S-K. Board Diversity Matrix Country of Principal Executive Offices Hong Kong Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did not Disclose Gender Part I: Gender Identity Dire"
1896425,LBGJ,"Li Bang International Corp Inc.",2024-10-23,2025-10-23,published_on_time,2024-11-08,0001213900-24-095922,https://www.sec.gov/Archives/edgar/data/1896425/000121390024095922/ea0219095-20f_libang.htm,edgar_filing,20-F,0.95,"is qualified to serve on our board by reasons of his professional experiences and qualifications. 86 Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: PRC Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Director"
1920092,GELS,"Gelteq Ltd",2024-10-29,2025-10-29,published_on_time,2024-11-15,0001213900-24-099131,https://www.sec.gov/Archives/edgar/data/1920092/000121390024099131/ea0220589-20f_gelteq.htm,edgar_filing,20-F,0.95,"ficers or other person pursuant to which such person was selected to serve as a director or officer. Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this Annual Report. Board Diversity Matrix Country of Principal Executive Offices: Australia Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non- Binary Did Not Disclose Gender Part I: Gender Identity Di"
1959726,AZI,"Autozi Internet Technology (Global) Ltd.",2024-08-28,2025-08-28,published_on_time,2025-01-27,0001493152-25-003767,https://www.sec.gov/Archives/edgar/data/1959726/000149315225003767/form20-f.htm,edgar_filing,20-F,0.95,"nce of express provision. Any director whose term of office expires shall be eligible for re-election at a meeting of the shareholders or re-appointment by the board. Our officers are elected by and serve at the discretion of the board of directors. Board Diversity Matrix Board Diversity Matrix (As of January 27, 2025) Country of Principal Executive Offices People’s Republic of China Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Part I: Ge"
1929783,WOK,"WORK Medical Technology Group LTD",2024-08-23,2025-08-23,published_on_time,2025-02-14,0001213900-25-014076,https://www.sec.gov/Archives/edgar/data/1929783/000121390025014076/ea0228144-20f_workmed.htm,edgar_filing,20-F,0.95,"iversity of Miami. He is both a Certified Management Accountant and Certified Public Accountant. 109 Board Diversity The table below provides certain information regarding the diversity of our board of directors as of the date of this annual report. Board Diversity Matrix Country of Principal Executive Offices: China Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directo"
1945415,HUHU,"HUHUTECH International Group Inc.",2024-10-22,2025-10-22,published_on_time,2025-04-29,0001213900-25-036389,https://www.sec.gov/Archives/edgar/data/1945415/000121390025036389/ea0238452-20f_huhutech.htm,edgar_filing,20-F,0.95,"man Islands legislation applying to the Company or is removed from office pursuant to our Articles. Our officers are appointed by and serve at the discretion of the board of directors and may be removed by our board of directors. 106 Board Diversity Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: PRC Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose G"
