target,label,model,feature,standardized_beta,odds_ratio_per_1sd,abs_beta
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Energy / industrials,0.7874107283619013,2.1976986141569106,0.7874107283619013
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,has_any_measured_diversity_signal,0.5608750203341794,1.7522050447383397,0.5608750203341794
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,demographic_undisclosed_share,0.5317381006720674,1.7018877917255035,0.5317381006720674
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,due_year=2022,-0.4639963263826981,0.6287658643080136,0.4639963263826981
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,has_female_director,-0.4477254817053134,0.6390800991324694,0.4477254817053134
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,has_nonbinary_director,0.4206395263279234,1.5229352014064121,0.4206395263279234
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,has_any_undisclosed_signal,-0.40896661086420283,0.6643364135706361,0.40896661086420283
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,disclosure_detail_score,0.3901386301829544,1.477185562193525,0.3901386301829544
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,lgbtq_share,0.38447963882110975,1.4688497901337827,0.38447963882110975
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,due_year=2023,-0.24914821148914784,0.7794644392378907,0.24914821148914784
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,female_share,-0.23876593551479405,0.787599209803185,0.23876593551479405
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,initial_form_group=10-K,-0.22268777009302673,0.8003647080841808,0.22268777009302673
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,nonbinary_share,0.21426625914734573,1.2389524933147138,0.21426625914734573
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,underrepresented_race_ethnicity_share,0.19476609407063464,1.2150267512874136,0.19476609407063464
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,country_group=Israel,0.18971707954697722,1.2089075246052778,0.18971707954697722
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,has_underrepresented_race_ethnicity,-0.18277679293021976,0.8329540562233189,0.18277679293021976
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,has_lgbtq_director,-0.1757481038926623,0.838829254550701,0.1757481038926623
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Manufacturing / industrials,-0.14239178477951725,0.8672814022624404,0.14239178477951725
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,country_group=Europe,-0.12712672741486494,0.8806220665675654,0.12712672741486494
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,gender_undisclosed_share,0.11533790084091494,1.122252583603168,0.11533790084091494
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,country_group=China / Hong Kong,-0.10388597759944954,0.9013280631517399,0.10388597759944954
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,board_size,-0.06764724785149148,0.9345900941002904,0.06764724785149148
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,initial_form_group=other,0.0558807206514169,1.057471541697052,0.0558807206514169
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Other / mixed,-0.04079065905463043,0.9600300825183221,0.04079065905463043
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Technology,0.038429895649747595,1.0391778749146245,0.038429895649747595
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Finance / real estate,0.03772162640593455,1.0384421177748056,0.03772162640593455
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,initial_form_group=unknown,-0.02010801487246041,0.9800928029899595,0.02010801487246041
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,initial_release_source_type=website_archive,-0.020108014872459522,0.9800928029899604,0.020108014872459522
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,initial_form_group=20-F,0.01590862790594737,1.016035843841911,0.01590862790594737
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Consumer / retail,-0.010702045666088992,0.9893550174790856,0.010702045666088992
continued_any,continued any post-vacatur disclosure,diversity_plus_controls,sector=Services,-0.009177104271274404,0.9908648768303281,0.009177104271274404
retained_same_matrix,retained same matrix after vacatur,diversity_only,demographic_undisclosed_share,0.5651609293435031,1.7597309522829512,0.5651609293435031
retained_same_matrix,retained same matrix after vacatur,diversity_only,gender_undisclosed_share,-0.5168706321845471,0.5963839355304967,0.5168706321845471
retained_same_matrix,retained same matrix after vacatur,diversity_only,has_female_director,0.4823777770604666,1.6199216389574644,0.4823777770604666
retained_same_matrix,retained same matrix after vacatur,diversity_only,has_any_measured_diversity_signal,-0.46785216764876086,0.626346111031966,0.46785216764876086
retained_same_matrix,retained same matrix after vacatur,diversity_only,lgbtq_share,0.45735230029382545,1.5798853803005144,0.45735230029382545
retained_same_matrix,retained same matrix after vacatur,diversity_only,underrepresented_race_ethnicity_share,0.4422619427799645,1.5562233285143163,0.4422619427799645
retained_same_matrix,retained same matrix after vacatur,diversity_only,disclosure_detail_score,0.4313705341994987,1.5393658319821326,0.4313705341994987
retained_same_matrix,retained same matrix after vacatur,diversity_only,has_lgbtq_director,-0.4072198316125271,0.6654978767485593,0.4072198316125271
retained_same_matrix,retained same matrix after vacatur,diversity_only,has_underrepresented_race_ethnicity,-0.4009647204888252,0.669673686381489,0.4009647204888252
retained_same_matrix,retained same matrix after vacatur,diversity_only,has_any_undisclosed_signal,-0.356054498835278,0.7004344463335315,0.356054498835278
retained_same_matrix,retained same matrix after vacatur,diversity_only,female_share,-0.20616999682960352,0.8136947389989091,0.20616999682960352
retained_same_matrix,retained same matrix after vacatur,diversity_only,nonbinary_share,-0.14261256038090803,0.8670899488241826,0.14261256038090803
retained_same_matrix,retained same matrix after vacatur,diversity_only,has_nonbinary_director,-0.13942807550019282,0.86985558488236,0.13942807550019282
retained_same_matrix,retained same matrix after vacatur,diversity_only,board_size,0.010039832300088708,1.0100904005068176,0.010039832300088708
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,gender_undisclosed_share,-0.6893045602773734,0.5019250063067486,0.6893045602773734
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,has_female_director,0.6246501225942972,1.8675924147200025,0.6246501225942972
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Energy / industrials,0.6172812562775728,1.85388095687624,0.6172812562775728
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,initial_release_source_type=website_archive,-0.6135579294626318,0.5414211000356557,0.6135579294626318
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,initial_form_group=unknown,-0.6135579294626314,0.5414211000356558,0.6135579294626314
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,lgbtq_share,0.5562814494004914,1.7441746248474146,0.5562814494004914
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,female_share,-0.508525956677275,0.6013813880107164,0.508525956677275
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,has_lgbtq_director,-0.43127007290083363,0.6496834251916008,0.43127007290083363
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,initial_form_group=20-F,0.42935249156939825,1.5362624585330376,0.42935249156939825
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,demographic_undisclosed_share,0.4133174191678171,1.5118248319601963,0.4133174191678171
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,has_any_measured_diversity_signal,-0.40981300905478335,0.663774358327078,0.40981300905478335
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,has_any_undisclosed_signal,-0.34408233789537507,0.7088705587366408,0.34408233789537507
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,due_year=2022,-0.33125694987135257,0.7180206500218649,0.33125694987135257
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,underrepresented_race_ethnicity_share,0.33051377747844046,1.3916829601779068,0.33051377747844046
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,country_group=Europe,-0.279235107795204,0.7563620556939071,0.279235107795204
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Manufacturing / industrials,-0.2327066037657061,0.7923860224979278,0.2327066037657061
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,disclosure_detail_score,0.19096429549392013,1.210416233995978,0.19096429549392013
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Consumer / retail,-0.18983961462306662,0.8270917767324658,0.18983961462306662
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,country_group=Israel,-0.1866346809012385,0.8297468033783634,0.1866346809012385
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,initial_form_group=other,0.18205318731249398,1.1996779998316889,0.18205318731249398
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Services,0.17201866437845725,1.1877000006893408,0.17201866437845725
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,nonbinary_share,-0.15242520712725557,0.8586231104439318,0.15242520712725557
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,issuer_type=foreign_private_issuer,-0.13845734538076906,0.8707003898706384,0.13845734538076906
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Finance / real estate,-0.11582548684756211,0.8906306364962873,0.11582548684756211
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,has_underrepresented_race_ethnicity,-0.08234603713898649,0.9209532195345073,0.08234603713898649
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Other / mixed,-0.06318134684953824,0.9387732146867187,0.06318134684953824
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,board_size,0.06122589747664184,1.063139047491568,0.06122589747664184
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,country_group=China / Hong Kong,-0.06049711739948655,0.9412964823962183,0.06049711739948655
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,has_nonbinary_director,-0.05934672682700244,0.9423799640895523,0.05934672682700244
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,initial_form_group=10-K,0.05787639148250102,1.0595840140060904,0.05787639148250102
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,sector=Technology,-0.022064756399605034,0.9781768897866671,0.022064756399605034
retained_same_matrix,retained same matrix after vacatur,diversity_plus_controls,due_year=2023,0.010504442539677554,1.0105598078870972,0.010504442539677554
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,has_underrepresented_race_ethnicity,1.064104321524627,2.8982419282582015,1.064104321524627
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,demographic_undisclosed_share,-0.6130066653763148,0.5417196483255942,0.6130066653763148
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,gender_undisclosed_share,0.5587468279956385,1.7484799806189986,0.5587468279956385
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,underrepresented_race_ethnicity_share,-0.4101384461314631,0.6635583766864521,0.4101384461314631
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,has_female_director,-0.2919776583585024,0.7467852201946452,0.2919776583585024
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,disclosure_detail_score,-0.27916804002601914,0.7564127849108073,0.27916804002601914
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,board_size,0.18828008783793942,1.2071715820816524,0.18828008783793942
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,has_nonbinary_director,0.1742292497267503,1.1903284170079798,0.1742292497267503
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,has_any_undisclosed_signal,-0.11868542605117399,0.8880871258995366,0.11868542605117399
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,has_any_measured_diversity_signal,-0.11843216152772248,0.8883120753469159,0.11843216152772248
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,nonbinary_share,-0.043082956037295214,0.957831928829971,0.043082956037295214
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,has_lgbtq_director,-0.04075103123498143,0.9600681271710981,0.04075103123498143
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,female_share,0.03475934532213747,1.0353705120585974,0.03475934532213747
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_only,lgbtq_share,-0.010176941448580792,0.98987466839488,0.010176941448580792
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Technology,1.123087018751306,3.0743300842745453,1.123087018751306
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,initial_form_group=20-F,-0.852083542043872,0.42652532205946353,0.852083542043872
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,issuer_type=foreign_private_issuer,-0.8272512443710136,0.4372495280817568,0.8272512443710136
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,initial_form_group=10-K,-0.7630599819296664,0.46623756345740147,0.7630599819296664
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Consumer / retail,0.7169191703213096,2.048113591669057,0.7169191703213096
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Manufacturing / industrials,0.6962937636695785,2.006303077597464,0.6962937636695785
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,has_underrepresented_race_ethnicity,0.6385459939756999,1.8937253884171037,0.6385459939756999
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Finance / real estate,0.4346970842952885,1.544495136251728,0.4346970842952885
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,demographic_undisclosed_share,-0.42329086279154365,0.6548881228194197,0.42329086279154365
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,due_year=2022,0.29982099929737843,1.3496172035252996,0.29982099929737843
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,has_any_undisclosed_signal,0.26956623219593445,1.30939635355009,0.26956623219593445
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,female_share,-0.25184972720056414,0.7773615455878592,0.25184972720056414
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,gender_undisclosed_share,0.24393459754384816,1.276260857165055,0.24393459754384816
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,has_female_director,-0.23224920866751955,0.792748538880778,0.23224920866751955
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,disclosure_detail_score,0.19608463552423946,1.2166298710839192,0.19608463552423946
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,initial_release_source_type=website_archive,0.17187061359652672,1.1875241737915159,0.17187061359652672
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,initial_form_group=unknown,0.17187061359652672,1.1875241737915159,0.17187061359652672
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Services,0.14544366603485137,1.1565525795542766,0.14544366603485137
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,has_any_measured_diversity_signal,-0.1329744016710334,0.8754875028390351,0.1329744016710334
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,country_group=China / Hong Kong,-0.1261524306868552,0.8814804718684696,0.1261524306868552
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,due_year=2023,0.11718565691459588,1.124328149610039,0.11718565691459588
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,underrepresented_race_ethnicity_share,-0.10714689937284512,0.8983936898268173,0.10714689937284512
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,lgbtq_share,-0.08625006133777285,0.9173648050656605,0.08625006133777285
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,has_nonbinary_director,0.053751863753189376,1.0552227306585837,0.053751863753189376
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,nonbinary_share,-0.04700742738269789,0.9540803112444586,0.04700742738269789
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,board_size,0.04591426324988458,1.046984642048115,0.04591426324988458
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,initial_form_group=other,0.043986558425439526,1.0449683087746073,0.043986558425439526
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,has_lgbtq_director,0.041917350661279516,1.042808287773602,0.041917350661279516
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Other / mixed,-0.03427775516064358,0.9663030716950058,0.03427775516064358
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,sector=Energy / industrials,0.015135012062386233,1.0152501263764153,0.015135012062386233
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,country_group=Israel,0.011936437974795622,1.0120079615461532,0.011936437974795622
changed_or_reduced_among_continuers,continued but changed/reduced disclosure level,diversity_plus_controls,country_group=Europe,0.0013146966490650833,1.0013155612415554,0.0013146966490650833
